Granja,FechaFin,Gen,Talla,Biomasa,Num
SSF_Iberia,2024-09-30,22 4,i.2500 - 3000,8170.5903477518705,2826.0
SSF_Iberia,2024-09-30,23 1,i.2500 - 3000,8137.222125058432,3095.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,4104.198882207403,2795.0
SSF_Iberia,2024-09-30,23 1,i.2500 - 3000,5181.537581350434,1736.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,3648.410486730536,1707.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,4171.452869452164,1994.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,3216.437445386064,1677.0
SSF_Iberia,2024-09-30,23 2,f.1000 - 1500,406.9540150816434,301.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,2989.279871766563,1218.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,2175.4496538045,1108.0
SSF_Iberia,2024-09-30,23 2,i.2500 - 3000,3800.565062096941,1390.0
SSF_Iberia,2024-09-30,23 2,i.2500 - 3000,4708.81882640735,1701.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,41.586691503881895,17.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,4566.768373390907,1847.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,2051.9451155151305,1242.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4303.02656488647,2188.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,4232.46003664924,1946.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,4027.510029296384,1809.0
SSF_Iberia,2024-09-30,23 3,g.1500 - 2000,2017.569261024324,1233.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,6205.740641598773,4852.0
SSF_Iberia,2024-09-30,23 3,f.1000 - 1500,2578.919191692388,1810.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,4422.666745709286,1835.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,875.3034411406549,388.0
SSF_Iberia,2024-09-30,23 4,c.400 - 600,1499.699961270083,2525.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,849.0222174375867,353.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,1234.7083921421288,520.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,5639.818190579686,2426.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,5421.1131411471015,2434.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,1321.131835017398,538.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,1328.827914804193,547.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,5295.678248331269,2385.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,392.19064590159365,159.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,1054.8501077834328,513.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,971.4572569200157,434.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,932.3953178823896,376.0
SSF_Iberia,2024-09-30,23 2,f.1000 - 1500,2199.674874454691,2023.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,1105.6723238605323,470.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,4020.398817522437,1767.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,4760.546500820033,2392.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,5716.41174190878,2416.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,5395.62557238693,2401.0
SSF_Iberia,2024-09-30,23 2,h.2000 - 2500,5309.661255694451,2355.0
SSF_Iberia,2024-09-30,23 2,g.1500 - 2000,2685.250544741263,1503.0
